1	51	41	72	46	48	0	15	57	33	80	34	2	62	2	58	8	43	59	42	53	13	47	27	50	45	52	66	61	56	75	77	37	32	70	10	9	10	29	78	62	27	30	65	20	59	35	30	5	20	66	73	39	49	17	16	22	80	79	17	68	12	14	19	64	24	54	69	36	71	4	7	40	38	6	74	25	44	22	55	76	26	
45	52	6	74	63	49	16	0	61	81	14	73	36	68	18	3	77	63	17	23	11	66	71	21	59	13	75	22	59	72	61	39	46	65	55	48	30	3	49	10	28	76	27	79	5	57	2	23	42	35	42	67	26	30	8	80	46	25	36	42	32	20	19	11	1	7	56	53	9	39	78	54	33	39	51	38	14	68	58	68	29	34	
52	59	58	8	5	38	40	33	78	68	69	28	10	72	53	74	62	11	31	4	47	12	33	19	59	64	24	35	57	71	14	51	55	69	78	2	32	40	35	48	50	29	23	3	42	12	75	45	15	44	48	63	0	29	24	61	21	9	39	19	0	46	17	75	43	35	78	22	6	54	6	75	24	24	78	18	55	16	73	67	65	66	
0	68	36	40	72	66	48	34	29	78	10	43	75	1	28	74	24	33	71	27	32	20	3	44	63	59	70	2	76	60	78	81	76	54	65	67	42	38	39	22	57	53	17	51	60	45	73	30	26	64	4	4	31	9	56	18	13	46	23	11	52	35	25	78	21	16	4	15	7	46	37	69	50	7	40	54	57	62	14	12	48	19	
26	35	42	29	59	77	5	25	12	6	71	44	2	38	0	32	57	15	9	46	23	64	54	17	49	37	0	3	74	78	30	36	33	8	63	28	81	6	53	12	31	60	68	52	16	70	78	67	19	4	51	41	9	21	54	72	75	72	75	64	68	22	39	20	26	40	47	48	45	34	56	12	11	62	61	43	66	57	49	24	78	18	
67	4	54	51	13	45	65	8	47	48	43	5	6	73	65	71	35	39	15	26	50	42	24	28	1	12	1	72	35	16	0	34	23	55	21	56	37	80	61	3	48	21	27	53	30	6	38	68	44	74	25	14	57	46	63	75	60	80	69	28	16	70	62	63	57	16	33	11	16	10	32	8	31	59	75	77	79	52	77	40	40	20	
74	35	5	55	29	79	54	10	24	71	11	22	51	66	43	19	13	79	27	45	3	77	40	18	73	38	69	70	17	52	29	11	4	36	2	34	36	58	47	63	67	76	23	38	62	7	75	13	7	21	77	31	41	56	68	33	9	59	44	48	26	72	61	32	25	65	6	0	59	53	1	46	49	27	20	49	57	15	79	63	41	15	
38	80	66	23	58	80	18	16	51	48	34	46	18	72	48	45	75	32	41	78	64	25	50	7	64	25	46	4	27	29	29	70	29	13	40	15	39	56	55	20	43	17	1	70	10	52	44	4	8	68	33	79	11	69	35	23	13	8	36	59	41	67	52	76	3	0	11	60	57	1	73	4	21	76	22	37	63	61	62	74	54	28	
78	0	17	38	19	46	51	70	20	8	59	9	4	65	12	33	60	63	36	54	9	80	73	27	45	56	25	23	49	16	47	66	18	3	42	35	71	37	25	29	68	7	39	12	15	75	43	74	55	23	69	4	21	81	52	71	52	1	32	41	31	22	48	50	43	34	9	58	79	56	14	64	2	75	77	30	67	61	40	61	6	28	
5	62	36	81	75	24	21	18	7	69	74	80	33	30	46	48	4	37	38	43	45	47	59	61	78	38	35	43	40	69	6	53	27	67	50	25	20	72	54	32	42	51	28	2	77	1	54	12	41	14	56	9	62	13	71	72	76	29	15	48	3	51	19	58	16	67	79	65	66	64	0	30	11	57	34	16	59	7	26	22	23	9	
26	12	38	25	70	45	58	21	1	76	81	19	39	29	16	56	6	8	39	24	31	72	72	1	6	59	28	52	80	74	78	51	0	61	15	12	23	68	54	48	65	53	5	47	4	36	18	14	50	63	33	22	56	49	42	78	41	77	68	64	67	66	27	10	45	42	34	8	55	11	75	32	62	17	20	3	59	35	30	42	36	71	
5	29	61	52	51	14	70	36	2	76	18	56	1	7	33	38	35	6	74	49	66	73	72	3	76	68	65	19	46	41	33	58	78	27	42	66	55	47	16	75	39	70	44	64	80	11	40	52	20	25	11	22	11	17	57	27	21	60	62	79	10	30	48	22	69	26	8	59	81	32	45	63	14	24	37	31	50	0	4	9	52	42	
50	11	6	18	44	37	75	41	33	30	74	17	61	77	71	12	51	69	49	35	48	2	1	22	60	56	47	81	5	14	46	55	24	54	7	67	26	19	43	57	71	34	9	66	26	78	76	13	64	59	65	45	62	67	3	37	58	51	37	63	0	16	53	24	4	79	29	31	36	70	20	42	40	31	21	80	26	15	7	22	73	10	
3	69	73	5	36	66	57	14	64	59	49	52	17	56	43	64	22	19	71	40	61	23	10	80	21	32	31	46	78	38	76	1	48	70	7	8	73	66	41	57	63	12	25	79	5	11	0	51	49	72	12	44	30	42	66	53	19	17	35	15	80	33	16	47	39	24	62	54	29	37	28	8	59	75	27	2	25	45	54	76	34	4	
49	74	58	54	65	77	69	43	30	7	22	48	59	62	12	57	34	42	21	81	72	13	23	38	19	45	1	9	60	63	36	40	52	5	5	49	23	13	1	44	20	25	27	68	16	33	39	64	9	72	80	17	79	17	67	30	75	69	34	52	46	66	0	29	8	28	11	40	36	15	26	51	47	60	55	77	3	4	56	32	75	71	
58	0	12	46	27	3	20	78	51	4	81	71	52	18	8	59	80	48	1	9	26	49	69	75	42	6	14	21	56	21	32	35	27	50	72	77	54	40	10	47	60	37	30	32	57	62	24	55	24	34	5	74	14	10	68	73	19	2	43	17	30	69	53	78	38	60	76	23	40	29	67	13	63	39	66	44	16	7	36	64	64	45	
58	81	75	68	12	43	70	55	57	46	58	51	39	33	32	56	58	64	80	50	20	65	20	0	49	35	38	11	41	22	72	13	43	66	77	69	24	3	43	76	63	34	48	35	67	4	4	47	7	28	25	26	31	58	30	0	10	78	15	53	19	0	79	73	4	14	62	28	39	37	41	17	8	16	54	71	23	74	52	27	17	8	
42	56	63	4	61	9	2	13	78	36	33	76	47	38	27	45	0	64	19	35	79	24	52	67	14	70	58	79	29	11	3	74	7	68	20	6	18	40	23	16	79	55	9	65	30	60	28	31	43	50	8	41	14	62	48	45	71	25	44	22	57	49	33	68	54	73	76	72	31	17	26	53	11	59	37	66	38	5	21	1	75	51	
68	9	31	31	50	40	76	36	0	53	4	35	42	79	45	58	12	1	15	38	73	25	18	30	29	57	58	70	77	48	38	65	81	10	14	50	46	26	11	47	3	34	23	69	48	72	42	2	15	55	64	8	21	77	58	71	75	33	63	13	6	18	73	6	44	24	80	17	52	26	4	62	67	28	66	53	41	22	58	55	18	37	
62	59	52	38	47	69	73	24	0	19	63	74	42	27	36	40	64	16	13	70	10	76	37	12	67	81	30	43	52	72	22	57	67	79	30	32	3	46	1	4	65	2	18	49	51	57	14	35	7	39	44	34	55	4	48	41	4	21	25	80	15	50	52	20	66	10	74	71	55	77	77	60	17	28	26	9	7	60	45	32	23	28	
73	80	27	32	35	58	58	71	56	8	57	48	23	36	62	17	25	54	31	43	53	51	81	4	65	19	68	45	61	21	3	75	19	54	24	5	29	9	12	26	14	78	6	49	58	7	13	10	69	52	1	38	46	0	71	27	40	77	18	41	16	41	34	70	36	73	11	2	14	49	29	39	44	65	33	22	76	78	64	63	47	65	
42	25	8	55	78	65	46	40	36	20	16	78	26	52	14	39	74	31	33	47	22	10	36	74	51	32	71	56	34	61	60	24	13	11	0	29	77	69	67	52	12	5	49	47	78	7	20	18	54	66	62	72	76	29	16	67	2	9	63	35	64	44	58	23	57	0	41	73	70	36	44	3	59	27	49	81	43	15	18	28	4	5	
48	22	57	62	38	60	81	24	35	8	11	10	53	70	35	16	67	28	74	64	48	76	28	19	76	75	53	6	44	69	39	0	34	26	78	80	14	73	17	47	22	51	71	68	59	20	20	63	45	9	39	1	26	61	43	15	52	31	46	2	13	72	30	65	39	18	58	50	33	4	3	66	55	12	56	24	37	5	79	6	42	32	
8	50	81	65	66	60	8	29	5	40	39	27	37	68	59	7	34	6	10	47	68	54	62	53	20	35	4	14	42	38	51	67	10	74	75	21	47	0	62	79	56	24	23	17	32	0	41	0	27	45	78	17	44	55	10	61	16	15	17	72	43	70	56	80	0	46	35	77	75	21	70	72	56	13	26	30	32	62	31	52	49	25	
8	16	18	14	22	60	58	64	47	38	74	45	32	75	34	5	68	51	20	57	63	17	0	3	58	30	6	2	26	65	49	37	14	7	80	72	67	52	68	46	4	54	27	62	34	1	70	36	56	23	23	47	54	25	52	13	80	77	40	19	76	21	65	30	29	61	33	28	43	11	79	73	70	41	44	39	42	50	78	8	10	12	
59	80	69	45	35	67	55	15	2	48	39	0	78	74	79	28	39	42	50	30	24	53	77	9	4	34	75	19	70	23	35	64	21	38	37	57	20	11	73	42	75	49	45	6	55	63	61	13	18	42	47	68	5	60	8	14	27	81	25	29	22	0	26	66	65	71	30	17	16	41	57	6	3	33	30	62	12	9	71	51	52	54	
46	59	20	58	2	74	56	53	19	12	56	54	72	50	61	42	65	6	81	38	36	2	6	69	78	40	77	65	20	43	32	69	13	76	40	15	0	29	4	44	64	62	35	49	45	27	28	24	37	24	0	72	50	9	62	48	71	54	29	8	34	78	14	67	5	59	16	31	16	24	74	80	18	20	47	67	52	11	9	20	38	32	
9	22	50	5	74	57	78	40	76	26	61	8	35	81	68	59	26	21	79	44	19	16	80	4	1	70	12	36	6	60	65	46	75	51	55	2	26	65	45	20	7	30	38	46	29	42	31	63	64	25	36	17	67	31	23	3	12	49	40	52	34	42	0	54	15	72	71	53	58	23	72	77	62	46	39	18	11	69	12	10	33	56	
39	12	15	77	20	56	41	72	11	3	31	13	68	49	21	61	8	66	80	16	65	73	74	43	37	28	46	53	63	70	13	35	25	53	28	45	18	2	37	31	27	0	64	17	49	0	71	76	4	10	31	69	25	23	51	59	67	5	24	53	18	59	78	44	47	48	80	62	52	57	6	75	57	7	9	42	30	22	34	40	36	78	
49	64	45	9	56	34	22	10	18	40	2	15	74	53	66	13	32	51	70	61	44	42	69	72	11	4	5	46	46	67	68	30	60	24	39	25	71	57	36	80	29	40	14	18	80	7	33	50	63	35	21	37	1	78	22	16	26	48	75	0	26	62	31	12	7	65	37	77	52	79	76	73	59	3	26	58	42	54	17	6	20	55	
57	14	39	8	24	66	52	39	3	12	10	22	19	39	17	53	33	67	72	26	53	42	57	76	28	6	65	44	34	77	11	13	29	75	45	3	79	15	43	0	55	80	46	1	37	70	77	80	62	69	47	55	50	21	49	5	60	31	70	30	48	19	68	18	15	32	23	35	61	9	64	51	26	24	57	72	36	72	6	37	2	62	
21	58	32	77	63	26	51	56	61	43	0	52	63	48	8	34	6	4	47	67	59	79	36	54	9	81	50	38	42	71	40	57	49	1	70	31	29	53	22	6	11	23	76	12	63	15	62	69	19	24	74	13	35	25	4	59	41	71	14	15	55	73	10	20	75	80	63	18	67	1	38	15	45	29	26	26	43	3	33	78	46	37	
17	8	54	21	69	29	26	17	40	20	5	48	37	78	63	38	28	45	61	66	58	21	7	19	66	45	23	8	57	1	44	0	16	39	42	24	73	76	68	56	15	79	25	80	12	10	58	43	60	41	33	61	4	63	2	73	51	49	3	30	55	75	33	12	36	14	65	51	31	53	26	49	72	80	70	6	31	71	77	11	35	47	
15	46	36	23	41	7	74	61	42	71	58	9	28	40	25	13	25	59	8	78	51	4	76	60	32	29	53	24	62	25	78	22	10	35	49	65	56	64	54	15	2	55	48	31	38	17	62	6	19	72	4	11	0	20	73	32	68	65	3	75	43	1	21	50	52	70	46	34	76	45	67	80	39	57	29	68	80	14	12	44	36	17	
58	39	64	73	6	56	1	8	54	48	31	10	14	4	26	78	59	21	42	70	21	15	53	77	7	70	34	24	29	69	67	18	42	48	32	52	35	33	76	20	72	46	36	24	65	60	19	40	16	78	46	42	11	28	54	45	9	0	1	60	5	1	13	51	66	50	30	11	74	41	56	81	78	26	21	62	17	67	36	38	63	75	
15	13	37	60	69	47	0	10	41	5	11	76	48	70	35	17	24	29	55	74	42	68	35	66	45	56	48	19	9	43	31	20	77	62	21	61	52	22	71	33	28	81	26	14	8	59	27	30	24	18	39	63	1	75	54	66	44	38	3	73	1	53	32	78	34	64	79	23	5	64	51	50	3	72	80	11	46	40	58	7	57	16	
7	75	30	78	61	6	40	0	22	53	51	47	71	29	36	67	42	56	50	10	43	73	26	41	80	1	80	52	9	74	2	22	69	48	17	68	58	72	70	77	46	58	64	39	19	36	19	60	3	3	7	49	79	33	35	19	38	33	11	65	28	16	25	31	66	53	13	62	45	22	56	32	76	55	62	14	3	18	12	15	44	27	
0	44	68	28	75	38	74	7	39	19	22	58	51	24	29	73	6	15	12	0	47	8	58	45	41	3	75	70	34	41	27	57	20	17	5	18	71	21	23	30	61	69	11	50	33	63	39	64	13	53	66	72	80	61	35	60	0	55	52	37	30	78	14	53	32	41	10	25	65	56	79	49	47	26	4	16	8	67	75	45	35	80	
41	41	81	20	40	0	73	6	45	23	4	60	16	65	37	44	30	22	18	27	77	74	56	27	14	80	12	9	47	51	9	77	24	7	35	63	32	21	67	71	57	2	64	69	79	13	24	26	49	55	70	46	50	39	1	59	57	14	66	36	60	5	53	19	34	76	9	62	17	7	43	2	33	38	71	31	67	29	52	48	75	54	
22	63	1	25	36	76	37	7	32	26	37	13	40	66	8	48	39	46	56	9	49	73	52	54	42	49	5	22	0	21	71	26	77	12	53	30	2	75	60	57	17	81	67	71	65	4	57	10	55	15	18	31	29	80	70	78	45	74	18	47	13	3	69	6	40	32	59	62	44	20	28	61	43	22	68	16	34	35	51	10	64	78	
37	20	14	44	18	58	55	39	34	0	60	35	29	8	75	75	65	36	37	30	25	69	66	1	22	12	30	80	48	4	19	11	26	33	70	61	23	46	8	56	47	6	24	5	42	16	80	49	52	57	70	72	61	59	10	77	7	44	77	66	63	40	77	27	64	66	1	3	51	12	73	27	43	15	32	74	53	53	41	16	21	50	
19	79	34	29	15	47	12	25	51	72	65	68	31	67	72	35	9	37	71	4	61	22	31	24	40	5	18	16	39	56	57	2	74	17	33	7	0	70	59	52	1	47	37	35	26	27	79	43	10	68	66	14	30	41	46	76	49	2	10	20	60	7	23	54	45	6	63	61	75	44	28	78	21	13	55	81	64	53	41	76	58	49	
36	21	11	14	39	78	24	63	32	76	69	72	57	59	80	61	47	16	48	8	37	66	30	5	65	33	76	54	51	62	14	68	10	52	0	50	49	25	28	0	42	35	13	3	27	37	75	60	53	41	64	71	46	31	20	26	67	11	2	34	6	44	18	45	74	19	72	58	56	40	70	81	78	4	29	22	43	22	7	16	55	8	
22	81	29	34	32	18	66	33	59	9	70	73	41	3	24	53	52	15	23	42	13	20	66	50	55	34	68	61	48	50	7	74	71	37	46	26	77	54	2	74	5	11	64	68	16	28	38	6	39	64	49	76	24	56	42	19	16	30	1	62	21	12	78	14	71	63	58	4	57	80	79	60	7	0	44	40	45	27	46	9	31	36	
27	60	19	71	79	38	43	22	39	62	51	49	14	60	52	9	66	32	6	77	37	41	20	75	80	68	46	72	17	77	36	41	57	44	30	73	11	0	7	66	65	75	49	13	55	18	23	57	64	47	53	5	3	4	24	2	10	70	7	27	0	40	62	74	20	25	68	32	29	15	32	25	32	15	54	81	47	11	55	31	59	45	
50	57	48	72	78	55	79	2	18	81	35	16	11	73	34	15	36	0	27	66	40	51	17	32	70	62	42	43	5	21	28	59	79	12	71	14	8	10	36	29	29	20	46	38	13	26	57	53	46	24	39	8	77	60	44	5	41	31	52	69	49	22	68	67	33	65	23	45	75	64	76	25	1	61	2	19	5	63	73	53	4	56	
4	20	52	68	31	34	16	25	28	69	42	18	81	3	24	19	48	36	6	63	63	9	44	71	47	55	75	38	51	2	17	58	40	15	46	79	55	67	23	26	60	12	48	0	13	13	20	5	55	28	71	62	60	59	74	28	54	66	77	27	9	33	7	78	73	52	75	50	41	34	79	42	69	65	44	8	20	11	32	1	37	39	
4	25	25	77	72	3	11	69	56	39	52	62	37	45	59	30	35	44	12	55	28	79	40	73	27	63	28	80	6	68	50	13	38	15	24	35	32	32	48	1	64	16	81	40	69	59	10	47	20	17	17	46	32	67	61	73	58	9	71	75	21	42	7	57	65	52	4	22	78	51	23	8	75	42	49	13	19	54	66	31	0	2	
13	56	75	71	52	66	14	45	1	32	24	27	0	7	77	25	30	74	7	67	19	26	28	78	57	61	67	42	9	69	46	39	39	58	51	5	63	61	70	64	9	12	9	31	22	1	73	65	15	81	72	53	47	36	50	17	20	35	59	49	41	38	4	22	16	55	47	17	54	34	78	60	43	6	28	80	32	21	3	44	37	75	
10	0	37	77	14	69	36	12	35	7	57	39	32	3	20	73	18	73	23	16	71	2	53	41	20	75	59	28	61	31	44	4	32	5	0	66	72	55	75	47	77	66	7	24	70	37	13	27	49	62	50	34	80	24	65	47	43	57	81	9	77	44	39	51	64	60	52	56	19	44	30	15	17	42	63	22	68	10	54	24	5	29	
70	2	47	49	43	20	42	57	34	39	13	0	16	11	54	58	1	73	38	28	29	71	61	24	10	46	41	79	5	45	20	75	62	6	64	43	29	20	18	78	76	52	79	35	65	48	7	67	59	65	8	27	55	71	53	69	56	26	3	59	4	23	74	68	51	77	24	16	40	62	37	49	36	32	81	12	15	29	19	14	8	32	
54	59	38	27	68	11	77	73	71	0	32	4	65	6	81	25	41	30	10	72	3	57	39	2	13	74	24	27	8	56	80	67	44	34	40	31	50	37	49	54	53	4	61	59	21	61	14	68	17	46	1	20	48	42	46	58	36	15	29	63	79	25	76	43	66	52	16	34	12	64	32	9	68	19	74	17	7	22	23	45	78	51	
67	37	10	56	41	67	76	81	78	73	23	71	27	31	42	71	9	80	57	47	3	45	67	1	3	12	25	57	62	47	22	52	26	63	24	14	52	38	13	66	31	65	61	7	36	20	0	54	40	60	39	51	44	30	79	77	75	46	74	54	34	17	49	6	19	16	21	15	64	42	5	18	50	67	27	11	35	31	8	2	29	59	
78	5	45	21	30	38	69	20	5	50	59	61	57	79	25	80	27	2	70	38	37	48	29	0	73	76	62	13	1	43	5	27	47	49	42	74	10	44	11	17	72	65	4	67	64	31	66	23	53	55	54	14	35	81	15	24	75	3	52	25	46	70	59	18	36	5	9	56	63	19	77	57	16	31	41	11	51	40	33	34	22	68	
26	35	1	32	68	15	37	53	31	72	32	5	21	79	28	27	49	6	61	43	75	7	64	48	10	39	75	54	0	8	58	28	66	59	67	54	70	39	44	45	56	15	51	78	11	13	47	80	18	20	62	13	30	63	81	65	38	74	32	42	17	9	69	19	3	72	12	77	56	60	36	50	71	23	46	24	39	25	22	2	52	3	
36	17	4	35	19	44	50	54	7	10	2	13	33	8	29	46	21	1	23	57	48	12	24	31	38	2	56	4	6	44	27	40	59	30	14	20	75	63	77	17	76	79	53	26	24	80	68	43	0	32	38	67	61	60	16	42	63	74	47	69	55	73	51	37	21	66	78	34	71	71	69	62	8	41	28	49	58	14	11	81	65	52	
65	43	49	1	7	29	12	54	38	73	67	27	42	20	19	34	80	25	50	70	9	56	44	58	20	22	79	53	22	60	39	28	46	16	32	59	77	51	31	33	62	37	8	24	74	51	75	72	2	63	55	29	34	39	16	6	9	11	2	61	14	45	15	65	4	78	67	0	69	36	57	48	5	76	18	81	41	26	71	46	12	64	
9	55	49	28	6	66	57	35	69	13	80	24	21	5	20	9	30	8	50	3	76	81	78	18	78	65	46	7	52	63	12	60	59	61	28	3	68	22	38	53	40	51	19	77	55	39	26	2	62	15	34	58	13	32	15	37	35	63	40	1	66	71	0	44	48	33	73	54	72	25	47	45	75	69	43	74	22	11	17	30	26	42	
4	41	6	19	10	40	24	71	43	30	59	65	11	29	5	3	25	15	28	76	68	45	63	55	36	25	62	72	56	1	35	74	63	66	33	9	42	58	79	81	23	57	0	34	22	31	37	49	53	1	59	32	49	38	15	17	80	77	6	54	13	66	43	12	68	74	52	27	70	46	48	6	14	49	47	59	73	17	19	39	19	78	
7	2	58	26	24	56	44	55	45	75	57	18	31	39	34	74	62	17	37	26	50	72	69	31	53	61	52	5	42	67	21	64	71	15	6	35	2	64	81	47	76	73	60	21	28	10	36	8	49	4	54	11	78	43	41	62	39	21	67	14	9	28	76	16	46	19	50	48	1	66	25	79	59	20	38	0	33	69	28	12	12	80	
46	4	58	17	3	29	38	10	43	52	39	34	65	14	58	51	64	78	28	21	6	23	41	50	25	1	57	73	19	67	69	63	5	36	76	12	68	30	49	44	11	81	78	7	13	54	58	8	39	21	56	53	42	2	27	80	8	14	70	55	14	72	48	47	23	34	61	25	0	18	66	31	36	77	44	74	62	31	20	33	74	71	
77	44	73	41	43	20	77	46	68	9	34	24	53	74	81	44	31	18	0	30	50	55	21	27	40	1	79	79	32	70	66	49	52	75	29	14	32	23	64	18	62	36	68	51	25	67	35	63	3	56	11	76	26	58	42	5	60	39	4	28	46	8	16	17	21	48	54	61	13	57	15	10	5	2	64	58	71	37	38	11	7	72	
6	38	46	53	50	41	27	80	10	81	25	26	33	55	16	7	50	54	64	66	62	11	68	65	71	57	21	45	71	29	31	15	75	19	5	59	63	36	77	78	32	23	42	76	12	60	19	61	28	24	48	30	34	56	18	43	52	40	8	38	8	46	78	22	4	1	0	71	37	14	2	12	34	67	3	70	48	43	74	17	69	57	
75	54	34	11	11	81	73	21	66	0	4	60	28	14	64	47	21	36	65	52	55	37	33	74	23	17	40	13	60	49	72	53	8	43	63	42	43	68	80	15	68	23	10	2	60	1	56	77	38	47	45	20	78	6	8	41	30	67	70	79	49	76	46	59	34	39	31	4	16	23	23	19	51	57	23	17	58	6	32	28	71	3	
35	56	9	60	32	47	62	17	67	26	11	29	14	59	1	41	71	33	4	30	47	63	0	10	17	43	37	44	7	23	79	68	28	21	49	60	1	39	20	74	71	40	38	24	21	58	75	34	16	80	69	77	3	70	6	19	53	66	11	71	13	8	54	42	36	50	45	55	14	81	76	24	57	46	51	26	31	65	64	77	5	51	
72	9	58	20	35	54	7	55	42	50	80	42	31	66	37	2	67	75	27	60	26	3	47	18	36	20	28	45	15	31	18	25	64	4	40	11	61	69	77	30	51	16	7	76	73	46	79	55	34	39	41	74	44	81	10	14	20	63	59	57	0	70	71	65	13	47	4	68	51	23	29	11	31	38	0	24	77	17	6	53	61	47	
32	26	63	65	39	15	31	9	69	57	12	55	30	43	14	56	19	62	10	72	6	40	21	24	77	34	63	4	16	52	68	59	0	49	36	61	67	11	6	73	70	37	44	33	79	76	27	42	75	40	28	2	79	74	51	77	50	28	16	71	1	5	46	18	53	19	79	60	53	6	48	35	47	25	12	66	22	44	23	37	3	57	
60	23	66	30	38	36	58	59	22	79	64	2	39	57	28	39	49	77	63	20	53	45	62	68	33	5	46	75	65	72	48	43	13	55	73	47	8	71	32	31	5	33	33	44	8	76	26	79	15	7	19	4	56	78	16	29	27	61	25	10	50	14	53	3	68	67	52	18	74	24	42	1	51	17	68	0	11	12	81	41	21	37	
50	12	51	61	59	12	64	20	23	36	34	15	42	45	21	33	54	16	53	37	42	49	52	26	68	0	39	5	62	79	56	29	28	26	31	8	44	11	29	1	72	4	39	48	46	59	80	39	14	76	78	54	56	65	19	63	6	58	71	68	77	46	35	22	9	67	31	74	18	81	10	25	1	72	75	65	68	7	24	1	16	37	
80	71	23	15	77	47	13	60	35	10	46	67	34	70	69	3	61	32	16	12	52	20	81	59	27	65	68	49	8	25	26	6	43	65	45	40	37	57	14	4	5	0	11	53	71	17	55	77	49	74	30	20	42	30	24	58	39	33	51	44	53	75	62	35	0	27	64	37	20	17	55	27	17	62	0	41	7	75	48	71	9	79	
41	49	48	60	51	75	7	16	59	0	31	64	38	32	4	24	79	53	62	57	11	78	63	13	56	2	29	45	77	40	43	37	20	21	10	66	36	41	14	5	43	64	68	7	6	9	29	28	72	1	22	2	25	18	39	11	22	60	55	17	35	27	70	68	47	15	52	71	54	76	19	26	58	80	34	80	32	72	49	45	74	67	
42	32	15	77	47	30	74	31	70	39	58	55	25	18	66	7	8	55	4	44	75	79	44	23	79	9	32	60	50	49	62	28	3	78	26	68	27	34	20	14	76	12	6	37	53	9	48	81	63	71	40	57	65	22	16	0	29	52	60	21	19	41	50	38	35	11	44	4	68	0	36	59	12	43	17	66	73	0	64	54	71	23	
37	49	34	62	73	12	44	47	52	2	25	32	66	1	72	21	5	58	21	67	53	60	40	7	34	29	7	41	4	77	3	51	69	71	45	59	20	30	43	76	65	78	53	39	0	37	7	24	16	56	11	10	27	78	19	14	27	47	64	61	68	5	45	53	80	18	49	33	80	15	57	62	13	23	34	30	75	74	69	26	42	16	
