52	1	46	53	25	30	42	0	49	2	8	38	7	56	36	35	54	37	60	3	51	13	44	11	9	24	19	5	29	20	55	61	47	22	59	41	33	58	63	10	17	18	34	27	6	64	31	39	26	12	43	40	4	15	45	14	16	21	28	57	50	32	48	23	62
19	10	24	57	58	59	39	46	11	9	43	34	13	60	7	6	3	33	61	48	50	37	54	0	2	27	20	38	12	40	4	42	28	26	45	35	64	32	5	30	18	53	17	8	56	51	44	15	22	49	29	1	55	52	31	16	25	14	23	21	47	41	63	36	62
49	29	11	6	0	23	30	26	15	33	47	13	39	61	8	44	22	41	38	54	57	43	14	60	55	9	50	3	45	16	34	46	37	58	1	27	25	48	10	52	17	42	35	31	53	51	64	2	4	28	5	24	21	7	56	12	19	59	32	40	62	18	20	36	63
5	9	59	48	21	8	60	45	46	23	1	39	13	11	3	49	29	38	27	62	53	37	51	12	28	30	54	17	35	31	15	50	41	64	10	2	36	6	0	47	33	63	18	40	55	61	44	22	25	19	14	7	58	24	20	56	34	52	42	26	57	4	32	43	16
35	18	2	57	9	13	29	46	24	11	36	58	3	41	43	17	63	32	38	15	39	5	59	30	49	0	8	1	34	37	44	10	50	60	56	23	40	27	26	31	16	7	45	61	33	51	54	6	48	19	22	47	21	14	42	62	20	64	28	53	4	25	52	12	55
64	57	36	42	34	3	45	61	0	27	39	2	25	9	12	8	35	55	28	10	44	30	32	59	52	22	54	24	40	49	48	13	7	53	38	29	31	23	17	26	33	16	4	43	19	50	18	14	41	46	1	63	5	60	56	62	21	20	58	11	51	6	15	37	47
47	33	63	59	22	50	41	20	21	60	1	19	26	39	31	54	51	49	8	53	0	5	10	44	52	15	45	62	64	46	61	55	58	9	6	36	7	32	11	42	37	30	3	38	4	17	40	56	23	35	48	12	14	25	27	43	13	28	34	24	2	29	57	16	18
54	44	3	46	27	20	28	45	31	57	39	58	7	12	18	53	10	49	43	34	36	9	1	63	59	47	21	51	40	8	0	38	6	19	50	5	42	13	26	25	64	14	60	61	16	41	11	29	22	17	32	24	48	55	37	35	2	30	4	56	15	33	23	52	62
39	59	14	58	6	20	41	17	8	34	35	36	54	15	11	22	45	9	47	25	23	28	51	26	19	63	53	30	3	33	48	60	5	37	43	64	18	16	24	7	46	52	1	4	55	13	44	27	12	56	32	2	40	21	38	42	50	61	57	0	49	31	62	10	29
3	9	6	31	63	20	19	5	43	25	22	30	60	52	39	1	0	27	54	10	16	37	7	55	59	29	34	57	17	4	24	53	15	47	38	2	50	23	64	46	26	44	14	21	18	33	11	40	42	48	58	13	35	28	45	61	32	12	8	49	41	51	36	62	56
23	0	17	26	54	57	42	25	1	33	19	48	29	58	50	30	4	41	59	37	44	31	28	35	18	8	56	64	15	12	36	39	34	20	2	9	6	21	46	14	32	47	43	52	24	5	61	13	60	27	49	22	55	53	63	51	45	11	16	10	3	40	62	38	7
59	46	51	45	27	0	60	61	24	11	10	63	17	41	4	15	14	56	35	9	13	54	38	64	40	12	28	19	58	2	29	43	33	23	39	44	53	57	32	34	5	31	1	52	3	48	30	42	49	20	7	16	25	18	22	8	36	50	26	6	37	62	47	21	55
41	0	10	12	61	30	37	26	32	6	29	20	3	4	34	47	45	11	42	64	57	44	59	56	13	16	9	25	19	17	18	51	27	36	7	22	33	63	49	48	24	55	52	46	60	23	53	62	15	35	1	21	31	2	58	38	40	14	50	28	39	54	8	5	43
33	30	37	34	62	12	24	52	10	16	43	51	20	0	1	7	55	53	45	9	46	59	49	5	15	54	11	57	29	18	48	42	3	4	35	31	64	61	50	40	19	14	21	39	47	58	13	36	56	38	22	2	63	28	23	6	8	27	44	41	60	26	32	25	17
6	13	47	25	28	27	43	17	36	37	21	62	18	16	42	0	32	7	61	19	15	44	53	55	11	8	26	14	60	4	39	38	34	3	10	31	9	40	49	46	52	33	58	29	54	2	59	51	50	23	63	41	56	35	5	45	64	24	57	48	22	30	12	20	1
47	13	4	50	22	36	18	33	60	30	8	20	48	6	40	31	62	52	59	9	41	53	15	43	19	46	27	44	63	28	49	45	16	57	37	38	29	61	10	55	24	21	54	42	51	34	64	11	39	32	23	17	12	25	2	35	56	14	5	1	58	7	0	3	26
1	3	55	19	58	34	49	62	22	51	18	16	6	0	4	39	41	20	30	28	24	59	12	21	14	47	45	35	13	43	27	52	63	56	57	23	32	50	44	53	25	42	61	37	64	11	8	29	36	15	38	46	54	26	31	48	60	9	5	40	33	2	17	7	10
31	58	37	42	19	33	14	36	53	2	40	10	21	3	20	22	60	25	6	13	32	55	27	50	4	18	12	0	63	23	1	17	39	46	51	28	64	41	54	48	52	59	16	5	61	11	24	30	7	44	38	26	45	34	9	47	8	43	56	49	57	29	62	35	15
60	20	1	61	62	4	18	45	37	40	3	50	17	51	31	27	7	32	26	33	44	5	13	11	9	53	38	8	63	55	47	39	43	14	6	12	19	10	28	52	34	21	35	16	64	15	22	57	49	58	30	2	59	48	46	42	36	0	24	41	54	56	25	29	23
27	4	18	53	20	23	26	40	50	16	3	47	17	21	25	14	28	43	39	12	56	34	24	8	45	35	7	5	48	9	63	64	57	41	33	58	51	10	6	13	55	38	42	2	15	37	61	31	49	44	36	54	11	59	52	0	60	32	62	30	1	46	22	19	29
33	39	27	3	30	46	64	44	16	58	1	60	47	57	59	61	19	9	17	0	38	62	43	63	26	25	11	28	23	5	21	37	6	34	15	14	20	7	12	35	49	50	42	54	51	41	8	22	45	48	18	36	55	2	4	10	40	13	31	29	56	52	24	32	53
6	48	36	35	34	57	1	2	49	33	61	47	44	52	7	43	54	11	3	18	51	4	29	26	0	22	62	32	17	10	45	25	23	15	37	21	59	42	60	16	58	8	46	63	64	5	28	12	24	38	14	55	30	53	50	9	27	13	56	20	41	19	40	39	31
39	41	10	57	43	20	7	23	0	59	15	16	25	6	34	13	62	12	8	40	47	32	4	26	58	37	17	35	52	44	54	27	50	49	22	29	11	3	21	14	61	48	56	1	45	30	33	36	55	9	60	5	38	24	63	53	42	18	2	19	51	64	46	31	28
1	60	2	27	6	45	48	25	34	14	31	50	49	40	44	7	11	52	28	5	36	17	42	61	4	23	47	55	30	19	53	38	59	20	13	3	10	56	39	16	24	63	41	57	22	0	18	33	32	54	46	64	37	9	35	62	58	8	26	29	43	51	12	21	15
52	45	48	33	2	57	47	58	63	5	35	49	10	1	15	40	28	8	4	32	16	54	21	55	17	25	61	20	13	14	64	53	34	60	24	6	44	31	23	18	42	39	0	38	9	43	46	27	50	26	51	62	37	30	12	29	59	11	22	19	56	3	41	7	36
14	38	49	19	36	39	45	22	10	60	9	5	2	61	31	3	34	41	29	18	1	11	21	54	35	37	53	23	26	12	15	59	62	46	57	63	17	32	48	40	4	8	27	20	50	13	28	42	6	33	24	55	58	64	56	44	16	43	30	52	0	51	25	47	7
41	56	62	4	7	17	50	28	63	11	64	47	5	49	26	6	35	13	52	34	43	42	0	31	37	36	9	23	45	27	48	16	57	22	10	40	53	55	61	3	30	60	25	59	24	1	20	46	8	44	12	58	29	15	38	33	2	54	21	18	14	32	19	51	39
53	3	36	54	8	41	38	52	40	0	15	42	23	48	33	61	45	26	43	19	7	4	29	11	44	1	58	49	20	10	28	30	13	56	12	57	22	32	17	47	2	64	16	51	59	31	6	46	27	60	24	55	21	50	18	35	25	62	63	14	9	37	5	39	34
8	2	54	22	32	13	24	10	51	5	25	12	63	64	28	58	50	14	19	61	53	37	9	21	41	7	38	39	29	30	62	26	57	0	20	33	15	3	49	27	56	31	23	52	55	16	4	40	60	34	17	46	45	43	35	1	42	44	48	36	59	6	11	47	18
46	40	13	3	35	10	48	20	21	52	19	7	18	56	22	44	55	50	59	24	62	12	36	23	29	17	8	54	37	1	11	53	26	6	30	15	42	16	45	9	49	28	31	33	27	39	60	0	4	64	47	41	61	14	58	57	32	51	2	38	25	5	43	63	34
25	46	33	20	7	12	26	63	55	15	8	13	36	56	45	48	61	41	47	64	1	58	23	42	24	3	18	37	38	31	9	54	34	0	14	4	29	49	44	5	62	51	27	35	57	59	52	6	19	22	30	28	21	17	32	10	2	43	11	39	50	60	53	40	16
35	29	20	14	62	9	8	10	37	23	42	4	2	19	26	18	45	52	16	31	43	60	38	22	13	21	54	39	1	40	15	59	34	48	33	25	47	5	57	30	36	3	17	0	53	55	41	32	7	64	12	50	46	63	28	24	58	6	49	27	56	11	51	61	44
13	29	10	53	35	0	45	56	49	6	44	39	46	19	37	4	32	1	57	41	23	38	64	27	8	31	47	5	18	28	7	12	42	11	63	17	15	16	61	50	24	26	20	48	30	51	43	21	40	55	52	14	9	59	25	60	33	36	22	3	58	34	62	54	2
45	10	4	57	5	32	49	28	30	0	21	6	33	17	37	53	51	26	52	50	35	14	27	23	55	41	8	7	25	19	62	36	61	46	42	29	34	58	39	24	43	11	15	13	54	60	12	18	59	38	44	48	40	1	56	16	31	3	63	20	47	64	22	9	2
47	59	38	12	14	15	55	44	9	6	1	5	40	35	39	7	17	61	37	29	41	46	52	22	51	4	2	42	23	19	48	57	13	45	49	34	24	28	58	16	26	3	8	18	21	43	60	50	31	53	30	25	64	11	36	32	20	33	27	62	10	54	0	63	56
48	19	42	20	18	1	0	47	60	11	56	44	38	12	63	34	55	24	28	30	64	26	29	53	9	43	4	51	37	41	61	10	36	21	16	15	13	54	46	32	62	35	31	27	40	23	50	33	52	49	39	2	57	3	14	6	25	7	8	45	58	22	5	17	59
49	12	62	31	36	0	13	43	19	11	27	42	48	50	54	55	59	10	44	5	26	4	38	63	18	52	35	61	33	41	57	25	30	53	22	51	32	46	28	1	24	60	34	37	2	45	14	21	64	8	40	58	3	15	16	20	6	29	39	9	56	47	23	17	7
13	44	55	0	24	14	23	22	18	34	49	40	32	42	47	54	8	37	7	1	15	45	17	21	62	64	53	9	5	26	46	41	31	4	43	25	59	12	3	28	27	11	50	19	38	30	36	6	61	16	29	58	20	52	63	51	2	33	10	35	57	48	56	60	39
43	6	24	25	33	23	55	47	11	5	0	44	52	57	53	26	41	3	27	48	54	29	15	40	10	39	17	46	49	60	37	63	45	56	32	58	21	35	2	62	4	22	1	31	19	59	51	28	34	13	42	14	20	38	64	50	7	18	8	16	36	61	9	12	30
49	50	28	18	6	22	51	32	10	34	26	60	24	31	35	46	62	48	7	36	33	39	0	11	27	25	52	54	13	2	23	8	41	45	58	16	59	38	5	30	63	42	43	61	12	15	29	14	4	64	47	44	57	19	20	53	9	56	55	1	40	17	21	37	3
20	59	49	17	43	4	41	55	33	63	46	21	12	50	34	56	32	53	24	30	2	15	29	16	37	7	61	62	8	25	6	39	11	1	64	57	0	14	51	35	3	26	27	19	9	36	23	40	47	48	44	58	31	60	13	52	10	28	54	5	42	45	18	38	22
7	34	17	49	5	19	39	60	44	45	32	62	54	20	37	64	24	43	0	16	58	8	21	56	51	59	12	36	63	3	35	14	53	41	42	38	9	4	26	47	25	22	15	31	10	40	13	33	52	30	55	61	23	28	50	46	11	1	18	57	29	2	6	48	27
8	14	46	41	35	58	18	55	3	7	16	12	4	21	22	23	11	13	54	19	38	25	42	33	57	47	36	52	10	34	24	17	62	29	43	28	48	61	51	44	37	20	53	59	27	0	63	49	5	26	9	56	64	45	50	40	32	60	30	1	15	39	2	31	6
17	21	20	63	19	28	57	36	48	8	34	5	14	38	60	22	16	55	58	51	6	23	61	49	47	29	12	56	10	4	2	33	26	52	43	13	40	27	46	18	35	41	42	45	62	0	24	37	30	25	3	54	59	50	53	31	1	44	9	11	64	15	7	32	39
5	35	23	45	58	24	33	40	46	8	21	4	16	62	57	54	15	50	60	27	1	11	59	49	18	64	31	47	37	48	19	43	3	32	44	7	2	53	41	56	42	26	34	38	55	28	22	36	25	10	30	61	13	14	29	0	20	12	63	9	17	39	52	51	6
20	51	60	59	33	1	21	22	41	10	0	17	44	64	2	36	47	11	34	37	30	15	4	25	7	56	6	12	8	14	62	48	58	53	19	28	43	31	16	39	26	3	57	24	29	35	18	23	27	61	42	40	50	46	54	49	13	5	52	63	9	45	38	55	32
49	8	13	26	51	64	62	0	29	39	44	27	47	48	46	41	63	22	10	20	16	14	36	30	12	23	15	4	43	57	61	21	19	1	31	18	9	55	60	52	6	25	40	54	3	37	32	35	38	28	34	59	24	33	11	45	2	56	53	50	17	7	42	58	5
6	18	34	23	44	4	10	46	9	63	42	3	2	38	41	17	52	29	54	58	60	37	61	45	24	11	25	31	33	20	30	8	0	47	19	13	35	53	50	7	1	15	48	55	43	16	62	21	49	36	32	51	12	39	40	5	56	28	22	26	57	14	59	27	64
14	13	10	9	17	3	39	59	15	24	18	40	6	11	19	63	50	32	23	53	2	4	58	34	22	48	1	47	62	35	43	51	26	20	5	60	7	28	27	55	61	44	29	64	30	12	41	57	8	16	25	31	52	36	49	56	0	46	38	33	37	21	45	42	54
59	12	27	60	62	42	10	26	11	34	57	14	5	24	23	17	64	52	48	21	9	28	54	44	56	49	41	15	33	16	36	30	19	18	50	32	4	6	2	1	38	8	39	0	20	31	51	63	37	40	55	7	43	13	22	46	53	35	58	61	45	25	3	29	47
27	59	35	61	45	14	44	60	43	7	48	34	40	64	18	20	21	36	2	24	63	25	10	3	9	23	16	50	31	52	41	26	51	33	55	42	39	17	8	13	47	53	11	5	32	0	22	12	38	30	54	19	58	1	6	28	15	46	49	37	56	29	62	4	57
1	47	57	16	49	45	13	10	31	12	41	40	5	15	4	39	51	38	44	14	33	21	36	28	9	43	19	56	26	58	37	42	53	48	32	62	22	64	27	23	63	55	18	35	24	2	6	50	52	59	54	0	30	29	34	11	60	20	25	46	7	3	8	17	61
44	15	14	21	17	45	48	19	42	0	55	60	31	56	13	23	1	51	30	62	63	53	4	49	16	38	9	47	18	57	20	8	28	61	50	22	25	33	52	41	35	12	59	37	36	32	46	40	11	26	29	43	24	27	3	34	64	10	39	58	6	2	7	54	5
48	64	56	15	47	30	61	51	0	10	2	62	53	28	63	19	12	49	39	34	16	26	42	45	8	25	22	5	11	38	37	46	55	50	24	35	13	33	59	7	18	58	20	17	14	3	31	44	4	60	21	43	6	57	27	41	1	23	54	52	40	36	32	9	29
56	62	30	50	2	51	14	23	6	43	12	24	49	13	59	19	39	31	15	20	61	38	17	3	63	64	44	5	18	10	8	0	58	27	47	26	41	40	7	33	54	25	32	34	53	42	9	11	57	45	52	29	48	16	1	60	4	37	35	55	22	46	36	28	21
46	53	13	8	20	41	4	24	60	15	12	51	44	40	17	6	54	43	5	50	36	33	42	37	35	1	18	32	62	0	48	19	26	63	34	38	14	30	25	49	21	27	55	31	7	11	64	22	59	45	10	29	47	16	39	9	58	2	57	61	3	23	52	56	28
11	21	18	49	8	20	5	28	38	50	6	33	51	31	57	47	62	42	44	55	54	59	13	53	58	14	34	3	24	2	4	32	1	9	15	19	39	37	35	43	40	0	48	23	45	25	7	26	63	16	52	56	36	12	61	22	10	64	27	46	41	17	29	30	60
58	61	41	2	46	40	30	51	52	24	53	45	37	1	49	6	35	60	9	11	0	63	19	56	18	50	21	32	62	12	33	14	23	25	38	59	13	26	55	29	57	15	34	31	42	16	43	28	27	44	3	39	47	5	4	17	54	64	20	22	7	48	10	8	36
52	57	36	63	27	44	4	37	58	64	41	16	35	19	62	46	51	54	31	21	32	49	48	1	10	39	22	42	40	34	60	20	3	7	56	43	50	55	47	0	12	24	18	28	25	30	15	5	45	6	59	26	14	17	2	38	23	11	29	9	33	13	61	53	8
42	34	11	36	49	18	62	44	23	21	50	7	15	31	60	14	53	2	6	22	10	41	19	16	56	13	37	8	20	35	40	48	32	0	3	29	24	54	57	9	52	28	1	47	55	27	25	64	45	17	5	33	30	61	26	59	43	51	58	4	63	38	39	12	46
10	2	54	40	61	15	51	41	24	33	35	23	56	32	3	60	36	34	1	9	6	20	4	31	42	47	28	12	21	38	17	22	46	14	30	48	29	53	25	39	11	37	8	27	16	55	64	49	26	5	52	63	50	44	13	0	43	7	57	58	45	62	59	18	19
2	1	32	7	8	31	6	62	61	58	54	43	40	45	9	19	13	53	15	26	48	37	24	29	28	22	18	5	35	36	44	60	41	16	39	42	10	38	57	46	47	27	49	52	33	55	21	25	12	17	51	50	4	64	59	63	14	0	23	34	11	30	56	3	20
33	56	17	18	49	7	47	30	27	2	1	24	45	40	22	21	10	13	52	16	34	39	12	63	36	31	57	35	0	38	55	61	32	44	59	54	51	8	41	20	53	48	60	62	19	43	5	50	25	28	29	58	14	42	46	26	4	6	37	23	15	11	64	9	3
45	43	52	2	6	58	32	48	4	8	60	25	64	3	9	62	29	28	61	26	36	13	63	47	42	27	23	56	30	21	50	55	59	37	10	1	19	16	35	41	33	24	14	17	44	22	53	15	5	51	0	18	7	34	12	39	31	46	54	57	49	38	20	40	11
21	51	30	45	33	43	2	46	28	31	62	34	18	1	53	25	35	47	26	54	56	63	5	23	10	29	8	4	39	32	12	37	40	59	24	60	49	58	38	44	42	13	11	16	3	6	41	14	64	52	57	9	15	0	48	61	22	50	55	19	27	36	7	17	20
32	44	54	40	63	8	17	41	31	22	55	24	27	20	19	51	59	49	5	38	1	23	64	2	33	36	60	53	10	62	7	45	61	39	11	50	43	12	3	13	16	0	46	9	35	52	42	28	57	56	25	14	47	15	37	18	4	34	58	6	26	29	21	30	48
38	45	17	37	21	6	53	7	12	14	51	25	62	59	42	50	27	46	34	10	26	15	18	40	3	55	35	11	23	22	30	43	36	16	60	54	33	41	44	52	57	48	49	1	32	31	9	13	39	61	5	58	64	4	19	2	47	63	28	24	20	56	0	29	8
61	43	10	19	58	1	25	50	36	46	15	5	9	27	23	33	44	0	17	29	26	40	57	30	59	64	38	12	45	24	21	31	34	6	55	62	18	28	60	42	51	11	14	56	39	49	54	47	35	20	16	2	32	13	3	7	22	8	63	48	52	53	41	4	37
39	48	3	2	19	35	32	27	62	20	45	59	5	57	40	64	12	11	0	7	28	46	50	42	21	34	13	18	10	16	63	44	38	36	25	49	53	55	23	15	41	51	26	61	33	58	31	6	17	22	47	9	30	29	54	37	1	43	4	52	24	14	8	56	60
48	61	20	10	30	47	28	52	16	64	12	4	15	58	27	21	32	0	39	18	14	51	40	31	3	57	36	45	53	9	35	55	33	46	42	17	25	26	22	59	13	29	34	24	23	7	60	2	49	1	50	44	11	56	6	19	5	62	54	38	8	63	43	41	37
47	26	2	64	52	44	55	23	56	34	54	35	7	24	28	9	45	3	51	18	6	12	30	41	27	62	43	48	19	58	57	25	15	8	14	63	60	37	0	16	33	46	38	4	11	59	36	29	21	32	5	50	20	40	17	31	61	49	13	1	39	42	22	10	53
30	48	50	19	20	55	52	49	33	10	14	57	40	12	1	29	23	0	9	51	61	32	27	43	58	2	36	21	60	41	18	13	3	16	4	42	53	24	56	37	54	47	38	35	59	63	44	31	5	26	17	6	7	64	46	34	62	11	28	8	45	25	15	39	22
60	22	0	23	42	57	35	59	44	34	24	7	47	26	50	38	18	64	33	17	1	37	13	29	32	31	46	54	52	58	53	6	36	3	51	11	40	41	45	56	48	49	8	28	20	14	10	21	39	2	62	5	15	27	19	25	55	16	9	12	4	63	43	61	30
20	11	12	29	42	19	55	13	23	43	27	35	38	63	48	57	18	32	40	2	44	21	58	39	37	49	60	17	8	22	33	50	5	6	4	59	7	34	51	56	9	41	47	3	1	52	16	45	24	53	31	0	28	36	64	30	26	14	25	54	62	61	10	46	15
9	14	40	4	50	30	21	51	18	11	24	5	35	55	37	39	43	54	61	48	64	31	16	33	38	25	23	46	36	17	44	52	3	1	32	49	19	10	53	8	0	63	45	34	60	62	12	26	22	42	41	47	2	29	20	6	57	59	27	15	58	13	28	56	7
30	15	12	51	27	31	20	45	28	50	4	58	32	22	39	46	47	3	19	52	8	38	29	55	10	49	13	14	61	59	24	54	34	35	25	36	33	17	26	2	53	57	18	9	62	21	11	48	44	41	37	23	56	6	63	40	1	7	64	0	16	43	42	60	5
62	20	9	46	16	52	31	8	44	58	21	14	18	50	42	24	48	1	19	30	35	37	23	5	55	33	53	45	17	63	0	57	49	10	29	39	26	51	60	43	41	56	15	61	25	4	27	36	7	34	59	11	38	28	40	54	3	6	47	12	2	64	13	22	32
34	11	45	21	5	32	12	29	44	10	14	20	52	2	47	40	61	30	9	63	28	58	26	49	64	50	16	6	43	59	38	41	4	31	62	22	0	60	7	51	37	3	53	19	27	24	46	18	15	55	36	13	48	23	42	1	8	57	35	33	54	17	56	39	25
9	12	4	24	50	56	64	32	54	46	18	6	34	59	14	58	60	27	11	2	53	41	49	42	35	61	22	0	5	25	28	30	16	13	8	51	23	47	39	48	3	26	36	20	63	43	55	17	62	1	38	45	19	15	21	57	52	37	7	29	10	40	33	44	31
63	28	33	50	46	55	11	47	18	42	14	16	1	20	57	54	52	21	3	7	37	36	31	35	61	64	43	12	2	24	17	26	5	56	8	44	15	9	59	23	34	48	10	45	40	25	32	62	29	39	27	13	38	19	60	6	53	0	30	58	4	41	22	51	49
57	14	22	53	6	54	23	7	58	25	4	59	44	51	13	31	18	41	17	30	34	16	42	45	33	64	48	63	55	10	60	29	47	12	15	39	52	49	40	28	9	2	26	50	11	24	32	8	21	27	56	43	37	61	36	1	5	35	0	20	62	46	3	38	19
16	13	41	26	4	42	35	3	0	29	54	60	47	7	62	39	38	18	30	43	40	48	33	22	23	1	55	37	5	25	45	36	61	19	31	56	27	21	50	14	28	59	32	20	10	57	2	58	64	63	11	8	34	15	12	44	51	24	52	53	17	49	9	6	46
22	21	6	15	61	13	38	45	40	20	63	55	25	35	2	18	30	3	12	54	43	52	9	4	27	51	33	36	31	8	5	16	39	60	46	28	24	50	62	7	34	47	17	41	49	57	19	26	59	58	64	0	53	44	1	32	11	29	10	42	56	37	14	23	48
30	44	19	11	13	43	28	38	25	8	52	12	32	17	56	41	46	9	31	26	45	54	60	6	34	20	36	37	35	50	18	4	5	2	22	14	48	53	0	42	58	40	15	47	55	39	24	61	27	57	7	64	49	10	21	16	59	1	29	51	3	33	62	63	23
62	17	34	53	43	19	41	26	54	61	37	32	55	6	52	8	29	9	1	13	28	7	44	49	48	24	14	33	46	22	50	38	10	57	59	18	3	12	45	63	56	25	31	35	21	47	0	51	2	11	23	5	60	27	36	40	20	58	15	4	30	64	39	16	42
61	54	21	51	41	8	13	33	9	16	0	14	15	62	31	38	42	35	22	29	28	11	57	64	50	34	40	1	25	39	52	63	24	5	3	44	6	26	30	23	27	19	59	46	2	43	17	49	32	45	48	58	37	47	20	55	18	10	4	7	36	60	12	53	56
28	30	11	57	52	31	59	33	29	40	53	3	62	39	32	19	5	6	42	20	25	14	60	64	16	13	37	12	26	49	9	48	43	18	27	0	2	24	46	44	41	10	58	8	7	47	17	1	45	50	36	63	51	34	22	21	61	38	23	54	4	15	35	55	56
1	40	44	38	28	14	10	33	30	31	64	21	4	52	19	62	34	3	60	48	27	51	20	54	55	37	2	50	23	57	41	13	29	16	58	24	5	9	7	42	49	43	26	6	47	45	32	36	56	46	53	61	17	22	63	15	25	0	18	39	12	35	11	59	8
59	28	7	3	54	9	51	43	42	53	37	30	64	31	41	45	27	8	56	49	29	40	32	6	39	15	0	26	55	47	58	62	11	25	34	4	44	23	5	35	19	18	57	2	61	50	60	20	46	12	36	1	10	22	52	14	13	16	24	21	63	48	38	33	17
53	16	12	17	43	0	3	9	34	38	31	19	11	35	45	20	4	56	42	48	28	64	5	44	7	46	51	8	40	2	54	33	60	21	55	1	23	57	25	27	26	13	39	59	18	37	15	10	32	29	30	24	58	50	63	52	22	47	62	6	41	36	14	61	49
42	64	47	33	6	40	58	25	50	18	2	54	5	27	35	53	4	13	1	8	36	41	48	63	30	12	23	29	24	39	38	32	3	20	52	15	28	49	10	16	44	43	59	26	57	55	34	21	37	46	45	51	14	7	9	22	56	62	11	31	17	19	61	60	0
46	59	28	58	13	40	35	30	38	8	22	7	19	52	61	15	17	54	53	31	4	47	41	25	51	36	60	6	11	56	39	63	48	33	24	29	9	3	23	10	45	64	42	2	44	26	37	43	27	49	34	50	1	14	20	55	62	16	12	21	5	18	57	0	32
39	14	2	33	7	53	26	18	24	35	15	22	17	59	41	30	37	42	44	64	5	34	4	50	46	52	45	10	31	27	55	3	8	9	25	38	19	6	29	54	58	21	32	56	16	40	60	12	49	51	20	36	28	61	13	47	63	0	48	62	11	23	43	57	1
50	1	60	56	32	19	61	39	31	34	6	22	62	23	7	3	53	64	27	8	42	52	44	40	43	58	46	25	13	20	0	45	12	57	18	29	16	30	36	24	63	4	5	55	21	59	2	10	11	38	48	47	51	14	49	41	15	9	35	17	26	37	54	28	33
46	7	11	55	10	14	49	17	48	32	28	36	59	51	15	18	19	56	30	63	23	16	43	39	13	64	1	5	2	21	34	27	58	8	52	24	41	20	22	62	26	61	35	57	40	6	47	45	25	60	54	33	31	12	38	50	9	3	44	0	42	29	4	37	53
40	2	13	32	42	51	6	7	34	43	10	62	25	47	39	5	14	41	55	27	18	31	57	4	45	54	22	23	15	33	44	35	56	12	53	29	26	46	16	64	1	60	63	21	28	8	3	48	59	20	9	30	24	38	36	61	0	17	19	58	50	37	49	11	52
