34	7	36	24	54	45	6	39	43	50	12	69	25	41	38	47	60	1	49	10	22	70	14	44	28	5	3	8	46	26	62	19	57	23	64	54	9	71	12	56	66	52	53	18	11	31	65	19	36	59	35	4	58	68	48	31	0	67	61	63	42	50	27	21	15	16	1	31	39	17	28	28	
70	16	45	22	51	57	67	27	60	43	33	41	36	23	13	38	19	5	49	66	2	4	9	34	39	31	6	18	58	64	54	0	8	48	47	10	53	43	51	42	14	15	30	65	1	60	56	21	6	32	36	12	45	62	63	34	20	17	67	26	10	71	28	29	69	25	55	50	3	59	39	24	
29	12	42	33	3	32	60	22	71	51	57	64	41	69	51	20	26	48	69	43	65	51	29	62	14	34	61	24	37	36	0	68	67	43	31	18	6	38	55	24	23	43	19	8	58	16	47	17	66	46	7	59	27	56	1	40	35	8	11	4	49	13	2	63	5	50	10	28	21	14	54	39	
60	16	71	68	29	45	27	44	19	38	51	70	43	55	58	10	69	1	13	65	25	31	4	50	12	31	11	30	47	67	18	51	21	34	49	62	15	14	37	56	2	41	53	48	24	61	5	45	7	35	59	57	3	65	40	33	20	54	17	6	0	36	62	22	8	64	39	42	8	22	26	27	
4	36	28	57	26	41	51	61	24	38	45	51	30	15	12	8	20	30	33	40	19	50	13	51	44	3	23	68	34	71	29	62	36	6	62	9	48	32	10	14	69	59	65	54	16	5	1	58	59	39	21	2	11	34	55	69	43	17	67	22	17	49	7	0	56	66	25	45	26	42	64	47	
23	70	22	58	5	25	39	7	10	64	11	21	46	8	36	15	24	33	52	47	28	2	48	9	66	19	66	42	57	1	32	27	0	71	13	6	41	66	12	51	61	34	17	49	39	53	2	65	31	54	55	58	56	42	13	69	62	25	38	63	29	19	16	30	18	42	50	58	37	4	34	45	
42	64	38	29	50	41	18	10	18	70	12	0	55	43	67	47	57	53	37	21	69	59	49	34	39	25	20	22	30	70	7	11	62	45	36	56	4	63	14	27	12	25	44	65	5	54	46	67	52	23	35	51	15	5	32	60	47	57	33	16	8	40	28	1	24	2	3	31	66	17	61	9	
58	52	4	63	33	64	2	12	30	38	8	42	61	40	53	49	45	7	67	55	62	34	70	8	36	2	37	49	39	45	60	19	24	5	27	1	11	47	13	41	30	43	26	13	22	20	66	69	32	0	51	18	35	48	29	13	54	6	65	17	56	67	57	21	13	25	23	28	71	58	10	44	
22	55	60	49	2	66	44	32	11	20	70	64	15	41	21	67	50	31	29	47	22	27	68	58	53	34	10	68	18	36	38	43	19	42	34	25	56	9	3	12	51	17	4	65	62	28	5	54	63	33	25	30	7	36	12	0	1	40	71	22	8	59	14	48	45	52	16	46	5	38	60	56	
56	60	48	46	38	52	25	42	35	64	68	41	37	29	45	39	66	58	9	21	59	40	11	51	15	33	26	22	69	10	24	3	18	0	62	1	69	16	43	34	32	57	17	63	35	8	49	31	65	5	67	4	43	30	54	6	7	27	47	22	53	69	28	2	14	19	20	13	55	61	49	12	
70	71	27	31	20	3	4	15	7	20	39	51	51	42	0	57	64	50	30	47	49	56	66	68	18	14	31	0	26	6	36	24	24	61	54	46	12	60	9	19	29	64	15	5	34	22	11	44	17	40	38	13	40	35	10	59	68	58	7	22	66	44	61	37	53	43	28	63	48	54	33	2	
44	63	32	25	39	42	16	52	26	52	68	59	37	28	51	34	14	7	70	29	67	56	8	48	36	39	55	29	37	22	46	26	17	6	65	65	57	13	49	20	63	61	11	33	24	10	5	41	20	4	8	18	57	18	61	43	68	2	71	35	23	45	3	54	0	1	50	59	15	47	11	31	
39	23	56	66	32	61	43	4	13	54	19	8	19	27	47	17	30	46	66	51	37	71	53	38	16	50	51	26	27	70	6	7	34	9	1	22	0	66	24	15	48	42	33	1	9	18	31	35	14	44	36	5	62	39	62	11	25	45	58	57	41	62	65	29	3	69	54	21	60	12	48	59	
62	20	7	15	53	65	0	71	35	37	22	28	31	16	66	68	9	45	46	56	66	39	30	69	59	22	26	70	28	10	2	36	44	10	51	48	2	57	48	64	40	21	24	10	31	27	4	38	14	1	41	4	43	13	18	53	46	42	50	17	8	58	52	6	18	53	62	34	59	59	25	33	
8	0	67	61	26	13	53	66	17	48	12	14	63	27	15	40	23	3	6	54	8	7	62	20	65	50	11	52	56	37	29	68	57	46	3	34	71	57	27	31	33	50	1	47	25	19	35	64	42	42	49	2	54	57	42	70	36	60	68	22	45	24	38	32	21	41	18	39	30	5	10	16	
64	32	3	43	5	50	36	56	22	31	61	27	19	34	23	10	25	38	58	17	69	44	62	49	18	30	16	1	34	47	28	40	1	29	6	7	15	39	0	57	12	62	8	52	36	45	55	59	9	53	70	19	19	71	65	40	48	24	60	4	66	11	42	68	54	45	13	67	26	13	51	33	
12	68	3	47	57	0	46	1	51	64	34	70	4	24	51	49	48	30	51	60	61	32	50	31	2	6	41	44	15	29	15	55	39	20	22	19	41	71	38	35	63	6	55	8	51	27	62	41	65	59	24	66	13	15	20	33	24	10	5	67	45	23	39	28	69	11	58	35	9	37	18	14	
46	71	25	43	29	31	11	34	10	39	25	44	1	68	2	28	3	12	37	69	39	22	27	33	37	24	17	47	66	35	5	59	53	53	23	7	9	55	65	42	35	18	4	41	30	16	12	56	45	50	52	7	19	21	62	58	67	20	48	63	0	61	64	56	59	32	5	12	15	70	51	48	
30	1	28	61	18	47	60	62	38	40	16	57	9	21	58	1	44	33	10	49	36	71	48	19	50	52	30	5	70	26	54	27	30	28	39	69	0	23	4	59	11	42	44	20	64	25	23	34	5	37	22	43	53	15	62	50	68	41	54	67	13	54	44	64	14	8	7	17	35	12	3	66	
54	67	17	49	42	65	33	48	47	0	15	29	14	26	4	35	11	5	43	46	59	13	38	2	22	44	19	6	3	44	69	57	54	36	51	21	23	25	12	68	26	32	41	58	70	60	37	31	66	6	71	50	17	38	53	56	26	16	64	30	62	8	34	62	40	9	10	61	51	24	0	20	
66	34	6	13	21	37	38	14	52	51	61	6	36	53	56	57	9	67	19	12	18	43	0	49	3	23	54	69	45	54	16	62	42	39	10	1	24	64	33	16	47	25	22	20	35	31	26	41	29	67	5	48	58	6	49	65	31	60	11	28	2	27	40	44	4	70	46	29	62	15	70	59	
62	22	28	29	7	61	21	40	58	25	40	3	50	45	69	32	35	10	70	54	55	57	34	62	56	31	46	3	71	44	66	9	17	47	43	19	51	15	14	62	47	0	67	49	59	13	11	27	37	23	33	25	18	5	40	8	36	30	23	52	6	39	67	37	16	53	11	2	1	20	65	60	
45	4	38	29	16	66	10	60	20	51	17	49	70	6	70	40	47	23	45	65	68	38	36	27	20	64	52	47	36	61	32	7	0	19	61	17	15	3	11	50	0	55	32	0	63	31	59	57	7	25	53	5	13	29	41	42	28	32	12	69	24	67	22	25	35	14	55	58	42	9	53	44	
13	21	48	6	70	52	4	12	31	56	43	45	41	30	14	67	64	48	16	25	46	44	54	9	8	53	16	51	64	10	27	2	35	11	29	47	7	32	56	39	32	42	71	61	61	14	4	68	3	40	23	61	25	18	20	34	66	38	27	69	58	60	22	37	18	59	1	24	36	0	50	55	
42	67	64	46	25	10	45	28	63	4	13	9	19	50	54	32	5	0	31	7	3	62	38	17	47	39	56	21	40	33	19	23	43	8	11	65	37	57	14	27	61	49	35	24	26	34	52	48	51	22	59	54	29	18	70	15	60	53	36	40	29	57	2	66	6	12	0	44	69	15	67	71	
9	52	25	38	0	19	6	57	43	2	36	64	28	54	2	28	50	60	4	15	44	8	30	51	45	31	16	39	61	31	56	67	68	17	49	17	34	66	12	12	69	62	71	41	37	23	59	22	1	6	55	47	35	19	33	69	46	63	53	48	11	25	39	27	42	23	58	9	14	65	21	5	
46	23	28	13	55	29	33	70	43	24	61	0	49	7	69	21	9	37	71	35	2	52	2	37	68	63	67	14	49	8	17	12	43	6	65	34	54	47	29	32	5	14	37	59	55	58	21	66	35	49	27	48	41	37	26	60	45	18	1	11	62	24	64	19	42	52	10	29	16	57	2	20	
18	65	30	0	48	6	12	14	58	46	7	22	34	40	22	2	13	30	42	68	63	30	46	51	21	61	16	49	60	43	20	8	36	70	9	11	4	38	45	4	25	51	50	62	39	1	10	54	35	54	53	40	27	43	18	57	33	59	29	15	26	70	24	65	68	54	17	3	36	65	28	64	
43	3	54	9	6	5	7	37	62	4	10	30	49	48	16	23	30	68	45	8	66	15	17	65	13	36	12	51	27	44	41	21	51	38	54	61	50	63	47	59	71	2	19	69	57	35	18	33	28	70	67	23	26	11	32	64	56	51	40	14	38	28	58	20	1	34	25	0	46	21	60	41	
29	24	55	31	68	3	13	48	16	8	17	50	21	56	39	21	54	29	56	41	63	42	65	11	5	38	12	0	8	19	43	37	46	46	14	59	53	31	51	69	58	69	65	5	0	35	49	71	5	34	40	15	2	51	31	25	36	64	26	43	27	17	27	20	67	45	4	62	23	60	61	8	
0	57	33	17	30	9	16	40	65	4	63	68	59	34	35	38	46	11	9	2	28	60	22	41	48	51	30	71	36	20	24	61	19	4	6	58	32	44	42	21	50	27	13	54	12	70	15	62	8	45	67	39	29	14	25	7	69	64	23	48	26	54	54	52	1	2	53	36	47	18	66	42	
70	5	39	11	0	55	68	26	48	5	68	13	21	40	35	30	28	59	24	3	57	7	71	61	11	51	27	2	20	19	47	17	37	29	43	54	17	37	15	14	43	25	22	9	65	0	52	40	63	10	46	67	16	58	55	42	53	31	45	3	65	32	35	48	61	8	34	23	60	64	33	50	
22	71	1	33	0	56	17	63	66	57	5	28	62	60	68	48	40	54	50	37	20	17	14	8	39	61	34	47	55	10	26	23	10	30	64	13	34	9	24	43	16	28	17	6	38	31	53	1	14	36	52	46	64	12	51	49	1	32	27	4	40	66	25	68	40	21	7	70	44	45	59	57	
9	2	62	66	28	41	10	53	20	71	30	34	4	8	31	6	58	53	10	26	0	50	18	36	14	43	47	63	36	57	68	49	61	60	46	36	47	1	23	24	13	59	5	24	17	40	53	6	44	15	56	45	19	29	35	42	20	39	52	64	27	51	68	15	64	70	3	67	12	33	20	32	
43	36	10	68	14	15	25	67	35	18	65	64	65	30	60	33	3	46	31	28	53	50	0	45	49	9	41	11	62	17	48	33	58	6	55	15	21	8	26	6	40	22	13	57	1	2	20	4	63	70	54	61	46	68	32	38	23	24	56	29	37	43	71	39	50	52	59	12	5	27	19	42	
50	44	31	51	47	42	4	60	59	68	45	36	14	33	24	48	71	2	17	39	62	12	30	40	8	32	0	10	58	21	0	55	64	41	54	61	20	5	66	27	22	63	53	34	28	25	13	38	26	29	9	15	48	45	69	6	7	70	18	11	35	19	16	43	56	66	52	23	2	65	56	37	
57	36	66	28	57	23	67	26	64	17	52	42	69	0	44	21	71	6	43	45	40	61	25	41	55	24	8	4	21	68	38	9	50	48	36	59	3	32	14	69	2	17	59	1	20	54	38	34	10	16	15	51	6	56	29	13	12	53	19	47	49	5	65	33	62	46	27	10	31	63	30	34	
30	22	43	66	25	28	37	39	54	69	41	4	8	13	19	40	69	59	19	0	64	32	58	4	9	30	16	47	23	53	11	65	12	69	62	57	28	49	19	7	49	4	27	67	16	47	38	35	34	1	36	46	33	18	56	44	55	63	15	14	60	51	10	3	51	25	1	24	67	41	45	61	
40	69	63	4	61	42	38	20	44	19	12	6	38	62	67	30	2	27	47	64	5	7	9	70	46	12	33	45	48	8	55	35	24	66	43	16	37	14	51	29	32	68	54	21	59	50	57	64	11	51	0	31	9	25	49	60	57	18	51	35	25	41	22	1	34	71	17	22	28	2	55	14	
1	59	53	57	57	60	70	13	63	10	48	4	38	28	65	25	49	67	14	24	29	36	42	6	61	68	43	30	10	46	2	12	34	54	20	25	66	31	46	56	54	49	64	44	15	5	8	17	3	45	71	33	34	41	68	27	62	39	18	7	22	19	37	15	23	0	51	21	32	51	9	40	
36	27	27	4	32	61	44	54	38	65	39	13	59	58	52	53	49	15	7	25	42	56	46	21	0	49	51	62	33	9	35	16	37	68	42	16	57	21	18	41	31	67	63	20	69	59	18	45	8	30	2	1	12	71	25	14	48	21	5	29	34	65	70	24	3	40	64	6	10	11	55	46	
30	47	0	27	54	23	20	66	71	22	11	18	41	57	52	14	7	4	63	64	19	61	39	26	37	29	35	68	59	37	45	13	6	60	55	4	31	1	16	31	44	34	62	23	11	58	41	43	67	31	48	7	35	28	49	10	53	9	3	56	46	64	14	69	51	70	21	25	17	40	50	1	
63	42	23	18	26	3	1	37	54	69	61	5	19	41	21	15	64	49	0	55	39	13	67	32	36	8	57	51	51	34	68	59	11	12	19	60	45	48	40	16	42	25	33	62	2	70	27	10	46	30	7	22	65	23	56	28	58	38	16	50	6	9	35	29	53	71	31	14	46	66	42	4	
37	20	21	54	34	40	23	1	69	33	28	11	70	5	36	50	53	51	32	66	18	9	39	13	8	68	30	48	11	14	3	41	43	24	31	2	58	62	26	3	27	44	16	25	65	63	0	67	61	47	64	5	51	48	17	59	46	55	38	71	19	57	41	56	7	22	60	15	10	29	35	45	
71	60	10	13	52	12	4	43	56	19	66	55	66	4	47	56	10	32	56	26	17	47	15	40	4	20	51	16	46	32	3	60	24	18	0	20	45	29	7	50	42	1	34	54	30	7	41	37	53	43	62	68	22	2	38	27	39	35	56	13	9	64	23	31	27	25	63	69	64	69	49	36	
0	13	22	30	35	6	63	21	48	54	33	15	5	20	39	44	66	45	71	4	37	22	32	8	54	27	7	47	39	50	31	43	11	65	68	58	70	12	25	63	14	52	10	18	69	60	2	62	36	24	16	19	38	46	26	39	16	29	34	51	28	60	42	49	57	53	56	2	59	8	67	0	
5	18	30	20	13	57	29	50	0	49	64	37	19	28	21	57	1	61	55	25	52	36	24	54	17	10	70	10	34	14	25	41	32	65	66	46	44	22	39	63	70	25	45	37	4	68	35	8	56	31	61	46	69	10	43	16	40	42	52	2	60	6	46	33	15	59	8	3	7	51	67	23	
21	37	62	47	52	44	55	29	6	39	25	5	70	12	42	33	0	15	59	3	24	49	33	57	30	63	61	60	41	0	13	9	58	20	56	37	68	39	16	17	27	43	22	22	2	64	7	4	11	67	7	53	48	46	35	10	36	45	71	26	64	28	51	50	54	31	18	69	19	32	14	66	
21	55	14	24	70	21	49	6	35	57	4	12	48	61	37	31	51	59	3	42	15	56	21	16	36	42	30	63	25	47	1	0	50	18	46	42	68	20	52	28	26	2	67	8	69	33	58	42	19	65	17	39	70	65	9	32	54	38	39	11	34	41	27	13	10	7	62	5	29	60	53	63	
66	51	12	1	9	20	69	56	11	36	45	5	29	55	63	6	22	52	43	3	26	17	20	39	28	8	60	1	0	47	10	7	40	48	33	68	67	30	49	4	62	14	35	33	69	42	59	37	16	32	41	44	65	61	23	13	14	31	19	37	71	53	64	57	26	23	50	17	53	25	46	58	
40	6	17	50	60	5	16	9	48	71	62	38	8	14	0	24	59	37	2	58	20	64	56	41	15	35	7	12	4	47	66	44	68	27	41	53	33	2	61	25	0	69	62	11	31	13	46	18	49	64	23	67	54	10	51	19	39	55	45	43	34	52	32	26	29	70	29	57	21	36	27	22	
27	31	39	5	46	29	19	22	24	40	32	26	66	10	62	50	2	50	34	50	30	71	21	61	9	49	65	27	8	33	69	62	1	36	70	66	12	16	12	44	7	56	15	3	12	25	0	17	6	35	11	58	54	38	47	68	17	60	43	53	23	59	40	44	42	57	37	64	20	4	54	48	
3	15	67	22	36	68	38	43	28	59	31	17	44	26	27	1	29	20	0	10	13	52	46	48	39	33	58	68	36	57	59	40	12	56	2	50	52	64	45	25	4	29	59	51	71	24	6	46	65	8	59	9	66	63	10	54	41	16	4	34	13	70	18	32	55	35	20	42	48	19	22	7	
61	14	8	61	41	17	64	57	39	50	68	58	67	20	46	43	58	50	12	71	49	50	32	63	39	6	36	42	27	68	47	20	9	66	24	2	23	31	64	16	19	1	3	29	38	0	22	26	50	34	45	54	37	10	44	27	33	30	4	13	25	56	55	60	70	11	7	34	47	14	4	18	
42	6	68	4	6	21	52	9	8	36	13	71	60	56	32	35	20	41	49	66	43	39	1	50	64	14	22	61	32	31	30	68	54	28	26	15	68	11	45	4	47	53	27	51	57	55	16	32	22	9	29	63	58	38	48	2	61	18	66	24	65	46	43	0	19	12	36	40	25	3	58	17	
63	21	3	3	10	31	29	28	43	60	40	51	39	34	58	31	7	9	11	0	69	45	19	18	11	47	71	46	51	62	68	66	14	17	70	20	49	27	66	41	37	36	26	14	24	34	64	25	57	0	41	53	65	60	22	2	54	22	50	59	16	43	8	38	13	5	56	55	47	6	29	33	
61	8	69	10	69	61	33	58	63	26	38	55	17	7	0	24	27	53	14	65	47	18	29	56	37	35	64	33	60	20	2	48	51	71	59	43	1	38	46	67	13	12	66	56	40	68	8	15	42	25	21	31	51	2	16	32	41	5	4	49	50	21	19	45	36	23	30	43	11	5	53	27	
39	41	12	11	30	38	26	19	69	3	57	65	6	7	25	49	29	52	42	22	7	66	0	47	34	32	36	51	60	17	21	27	60	56	62	39	23	37	67	20	43	53	35	50	7	69	44	55	68	16	13	4	10	28	71	48	14	33	45	5	1	2	54	64	59	46	31	18	15	24	63	57	
27	28	37	36	44	10	39	41	30	53	67	60	14	63	53	50	42	29	53	45	51	38	56	58	32	17	22	48	70	11	35	40	64	18	24	34	52	68	23	26	49	11	15	8	20	16	61	9	69	64	59	42	46	61	47	5	7	71	0	18	31	57	66	20	4	13	2	3	6	25	33	1	
43	66	30	7	10	17	19	6	27	26	71	19	13	63	28	44	61	48	65	22	37	0	60	54	33	66	64	54	18	24	61	7	16	23	15	49	59	54	3	39	12	2	58	47	70	38	21	5	13	31	29	51	35	41	54	11	35	50	1	53	4	68	68	45	40	34	25	46	42	31	9	52	
51	24	40	3	52	7	9	25	43	53	25	5	31	9	41	61	59	45	66	19	53	12	58	29	59	38	21	37	71	47	38	1	70	21	4	2	28	33	42	63	19	55	17	57	17	50	48	8	30	64	43	34	6	35	0	66	65	23	32	11	66	62	14	14	12	35	16	48	55	69	46	27	
52	58	11	1	56	8	28	35	3	14	59	7	43	60	23	48	32	66	12	26	55	39	47	18	16	10	68	5	6	56	30	12	65	38	33	51	62	50	20	66	68	30	24	53	20	44	54	61	41	18	16	45	49	15	63	0	26	8	25	34	71	46	42	64	36	1	68	28	4	37	40	22	
62	64	30	32	54	13	19	30	37	48	1	38	65	12	50	18	43	2	66	41	71	54	48	46	56	47	25	4	36	61	34	19	69	68	60	50	7	29	26	56	0	42	17	9	52	67	44	39	15	40	22	11	23	69	59	26	63	5	44	21	13	16	53	8	10	58	3	23	5	35	26	32	
63	40	36	56	47	5	24	60	56	55	20	25	51	4	45	65	31	32	30	56	49	28	16	54	11	42	5	41	66	29	59	1	8	44	63	52	68	32	66	50	22	11	8	25	37	71	37	11	32	62	18	10	39	35	70	47	0	23	15	14	69	21	16	2	61	27	7	53	3	18	43	46	
42	67	16	29	15	71	36	63	60	7	7	38	55	26	23	4	61	48	17	58	0	45	10	10	25	19	68	39	51	53	20	31	70	50	58	13	46	41	6	56	48	27	32	34	44	68	36	56	43	3	40	66	51	53	4	24	22	20	65	1	2	30	33	18	12	35	28	9	14	46	63	61	
6	47	32	1	44	18	65	35	24	38	50	23	40	68	45	0	14	58	2	36	7	62	57	41	21	28	49	33	3	42	43	9	5	12	10	66	30	20	25	51	70	10	8	34	4	53	55	38	29	61	69	59	54	66	16	12	15	63	46	19	25	27	48	51	37	71	60	64	16	22	55	31	
33	60	61	35	52	55	17	24	34	9	70	29	19	20	39	29	70	4	62	40	46	49	32	9	47	11	15	5	42	6	35	68	12	38	51	2	22	63	27	54	18	41	6	31	57	45	69	0	66	2	57	59	53	16	12	27	37	23	50	8	43	14	25	67	48	21	1	65	26	43	63	56	
14	13	27	65	1	40	19	14	46	69	66	25	11	5	62	60	43	41	20	18	50	54	12	41	0	33	36	39	1	25	24	17	52	47	30	53	35	43	63	7	56	61	49	67	21	45	9	57	34	27	22	30	10	48	67	29	6	50	64	8	23	37	38	4	32	16	55	59	3	69	69	58	
12	42	4	25	31	15	26	15	52	47	37	65	40	53	35	48	33	48	8	53	18	61	57	39	7	61	50	11	60	69	71	19	61	2	40	42	31	24	59	23	20	28	30	67	36	4	46	8	55	3	64	21	69	1	15	21	14	67	27	6	66	44	38	58	0	29	51	34	56	44	10	13	
34	44	15	0	51	11	9	58	21	25	13	35	42	28	54	55	41	37	8	40	14	50	44	33	22	46	19	6	30	26	39	56	68	63	57	66	2	15	51	38	48	9	63	23	49	65	3	24	32	15	4	53	61	67	18	28	43	27	47	69	62	20	1	59	7	4	71	30	36	69	59	12	
6	69	33	1	63	38	26	39	49	30	19	55	42	53	3	10	71	57	28	62	14	50	67	40	54	66	8	7	12	15	17	18	13	61	21	23	23	59	58	9	36	21	5	68	64	31	27	11	28	65	20	43	44	16	23	36	34	35	41	46	50	70	2	0	60	47	45	31	52	48	56	3	
62	57	15	1	10	60	10	54	53	28	36	36	65	60	70	34	31	51	18	19	50	42	40	55	8	6	8	3	49	6	5	58	69	39	59	22	43	0	23	27	47	66	13	38	52	12	20	14	67	43	56	64	16	25	45	45	33	4	48	30	29	2	34	26	62	23	71	32	41	20	68	17	
24	34	8	20	46	36	57	60	32	42	64	49	10	61	26	54	3	18	33	41	20	65	10	6	40	8	47	6	56	63	51	14	13	69	53	70	49	28	65	15	0	59	62	12	55	24	71	58	37	47	16	67	39	27	19	16	52	2	42	44	1	30	68	35	23	44	31	5	4	38	22	29	
24	14	32	1	35	46	50	7	17	6	18	69	27	36	23	16	54	64	56	60	8	66	11	43	27	52	48	34	12	9	56	41	24	30	62	4	20	39	33	61	66	49	54	39	30	22	59	9	13	58	68	21	44	5	70	2	3	65	52	15	19	51	0	45	24	63	71	47	42	29	38	36	
28	39	71	58	60	0	8	15	58	23	42	48	49	57	52	53	61	50	65	7	47	66	2	70	1	19	64	45	63	35	4	17	6	22	17	10	23	32	35	5	67	14	56	46	10	50	23	2	43	20	37	9	38	54	34	39	68	27	23	62	68	33	30	29	54	44	41	21	15	12	31	12	
30	25	60	41	16	8	64	60	46	21	14	24	19	45	62	15	13	9	26	10	57	51	39	53	21	23	3	55	36	48	67	65	0	69	50	36	28	40	20	16	7	53	42	26	29	47	63	43	2	11	69	4	66	55	58	34	5	6	12	58	52	31	49	68	31	44	35	69	33	0	16	38	
54	56	9	31	35	67	18	52	28	18	55	20	70	41	50	23	62	10	7	48	36	0	61	11	46	38	11	22	38	30	71	38	34	7	68	62	21	13	58	43	29	46	56	41	33	53	58	27	5	14	16	37	14	2	66	1	44	3	25	32	49	23	69	6	45	65	17	58	26	4	51	64	
50	54	35	5	35	43	29	41	70	45	25	28	64	21	31	33	40	69	9	14	35	2	20	3	17	51	15	56	53	63	49	27	60	26	33	23	13	5	1	10	67	47	38	57	7	12	32	46	3	42	57	59	62	19	7	23	65	39	0	61	44	68	16	29	22	66	52	48	18	71	54	11	
38	23	60	47	53	32	29	6	14	27	66	8	68	1	49	4	27	67	65	3	61	5	24	16	10	18	0	22	42	70	34	19	21	48	13	30	25	56	44	51	38	38	9	31	53	62	43	36	59	32	44	69	64	16	15	7	71	41	57	53	35	44	11	12	36	52	50	2	62	20	58	26	
22	26	2	6	16	69	55	27	34	46	25	50	14	66	60	31	36	64	19	4	40	57	42	7	43	28	11	33	71	21	70	22	45	17	29	1	10	22	48	63	61	9	34	18	0	36	53	58	29	66	2	8	51	49	15	32	12	47	65	12	62	5	54	52	41	19	68	56	39	36	59	43	
43	28	1	62	15	49	43	36	40	63	45	25	29	4	61	47	48	70	2	29	2	54	20	42	14	19	32	51	69	33	31	59	70	35	52	12	18	39	68	0	27	60	53	12	9	57	4	57	56	8	37	7	6	64	49	34	23	24	17	21	65	66	26	10	54	22	41	11	66	38	15	45	
45	9	56	53	69	8	60	49	31	20	61	57	33	51	16	66	26	54	34	42	47	12	52	28	41	40	42	55	21	6	25	1	27	30	5	23	62	64	22	19	13	29	11	4	31	36	70	68	16	48	37	7	71	38	50	57	10	45	44	38	66	15	59	18	3	63	0	65	1	24	13	34	
